0	 0
0.03125	 0.0053675
0.0625	 0.010735
0.09375	 0.0161
0.125	 0.02147
0.15625	 0.089365
0.1875	 0.15726
0.21875	 0.225155
0.25	 0.29305
0.28125	 0.343313
0.3125	 0.393577
0.34375	 0.443841
0.375	 0.494105
0.40625	 0.505914
0.4375	 0.517723
0.46875	 0.529532
0.5	 0.541341
0.53125	 0.535219
0.5625	 0.529098
0.59375	 0.522976
0.625	 0.516855
0.65625	 0.504795
0.6875	 0.492736
0.71875	 0.480677
0.75	 0.468617
0.78125	 0.455595
0.8125	 0.442574
0.84375	 0.429551
0.875	 0.416531
0.90625	 0.404367
0.9375	 0.392205
0.96875	 0.380042
1	 0.367879
